Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
KLXE,"KLX Energy Services Holdings, Inc. ",21.75,0,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/klxe
KOD,Kodiak Sciences Inc,9.28,0,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/kod
KONA,"Kona Grill, Inc.",1.55,20553497.55,n/a,2005,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/kona
KOPN,Kopin Corporation,1.65,120673167.5,n/a,1992,Technology,Semiconductors,https://www.nasdaq.com/symbol/kopn
KRNT,Kornit Digital Ltd.,20.79,714871010.7,n/a,2015,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/krnt
KOSS,Koss Corporation,1.96,14470103.76,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/koss
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,42.5,144500000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kweb
KTOS,"Kratos Defense & Security Solutions, Inc.",13.7,1421409442,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ktos
KRYS,"Krystal Biotech, Inc.",20.55,296514223.8,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/krys
KLIC,"Kulicke and Soffa Industries, Inc.",20.84,1399863709,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/klic
KURA,"Kura Oncology, Inc.",11.93,453780837.4,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kura
KVHI,"KVH Industries, Inc.",11.35,201319841.9,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/kvhi
FSTR,L.B. Foster Company,19.29,203757029.3,n/a,n/a,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/fstr
LJPC,La Jolla Pharmaceutical Company,16.29,427345849,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ljpc
LSBK,"Lake Shore Bancorp, Inc.",15,90298785,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/lsbk
LBAI,"Lakeland Bancorp, Inc.",16.33,775434671.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lbai
LKFN,Lakeland Financial Corporation,45.82,1159325360,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lkfn
LAKE,"Lakeland Industries, Inc.",13.67,110948440.3,n/a,1986,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/lake
LRCX,Lam Research Corporation,146.8,22780835921,n/a,1984,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lrcx
LAMR,Lamar Advertising Company,74.34,7397237160,n/a,1996,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lamr
LANC,Lancaster Colony Corporation,185.63,5102867717,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lanc
LNDC,Landec Corporation,14.94,414574243.2,n/a,1996,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lndc
LARK,Landmark Bancorp Inc.,25.645,106754467.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lark
LMRK,Landmark Infrastructure Partners LP,13.61,342027520.4,n/a,2014,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrk
LMRKN,Landmark Infrastructure Partners LP,21.18,0,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkn
LMRKO,Landmark Infrastructure Partners LP,22.2473,0,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrko
LMRKP,Landmark Infrastructure Partners LP,22.3434,0,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkp
LE,"Lands&#39; End, Inc.",18.64,600437085.6,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/le
LSTR,"Landstar System, Inc.",106.84,4392670723,n/a,1993,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/lstr
LNTH,"Lantheus Holdings, Inc.",16.92,650827393.9,n/a,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/lnth
LTRX,"Lantronix, Inc.",2.98,65553572.14,n/a,2000,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ltrx
LSCC,Lattice Semiconductor Corporation,5.69,736997494.7,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/lscc
LAUR,"Laureate Education, Inc.",14.85,3327007113,n/a,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/laur
LAWS,"Lawson Products, Inc.",30.92,275764317.9,n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/laws
LAZY,"Lazydays Holdings, Inc.",5.13,43459349.04,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lazy
LCNB,LCNB Corporation,16.09,213997740.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lcnb
LPTX,"LEAP THERAPEUTICS, INC.",3.78,55577941.02,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lptx
LGCY,Legacy Reserves Inc.,2.67,284200882.3,n/a,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lgcy
LTXB,"LegacyTexas Financial Group, Inc.",39.02,1892170287,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ltxb
DDBI,Legg Mason Developed EX-US Diversified Core ETF,27.431,10972400,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ddbi
EDBI,Legg Mason Emerging Markets Diversified Core ETF,28.4421,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/edbi
INFR,Legg Mason Global Infrastructure ETF,27.0929,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/infr
LVHD,Legg Mason Low Volatility High Dividend ETF,30.6801,622804496,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lvhd
SQLV,Legg Mason Small-Cap Quality Value ETF,27.25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sqlv
UDBI,Legg Mason US Diversified Core ETF,32.415,3371160,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/udbi
LACQ,Leisure Acquisition Corp.,9.74,58538851.26,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacq
LACQU,Leisure Acquisition Corp.,10.19,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqu
LACQW,Leisure Acquisition Corp.,0.987,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqw
LMAT,"LeMaitre Vascular, Inc.",28.12,550647949,n/a,2006,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmat
TREE,"LendingTree, Inc.",245.86,3153831844,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tree
LEVL,"Level One Bancorp, Inc.",26.31,203879242,n/a,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/levl
LXRX,"Lexicon Pharmaceuticals, Inc.",7.5,794440515,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lxrx
LX,LexinFintech Holdings Ltd.,9.62,637820131.8,66301469,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lx
LFAC,LF Capital Acquistion Corp.,9.68,47011520.16,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfac
LFACU,LF Capital Acquistion Corp.,10.05,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfacu
LFACW,LF Capital Acquistion Corp.,0.45,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfacw
LGIH,"LGI Homes, Inc.",41.98,953663690.1,n/a,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/lgih
LHCG,LHC Group,99.09,3108846390,n/a,2005,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/lhcg
LLIT,Lianluo Smart Limited,1.5212,26783138.62,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/llit
LBRDA,Liberty Broadband Corporation,80.29,14560847063,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrda
LBRDK,Liberty Broadband Corporation,79.85,14481051663,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrdk
LEXEA,"Liberty Expedia Holdings, Inc.",40.2,2302534154,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexea
LEXEB,"Liberty Expedia Holdings, Inc.",39.63,2269886281,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexeb
LBTYA,Liberty Global plc,25.32,19086710398,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtya
LBTYB,Liberty Global plc,25.01,19251603612,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyb
LBTYK,Liberty Global plc,24.77,18672109659,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyk
LILA,Liberty Latin America Ltd.,18.06,3267120045,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lila
LILAK,Liberty Latin America Ltd.,18.07,3268929082,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lilak
BATRA,Liberty Media Corporation,24.47,0,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batra
BATRK,Liberty Media Corporation,24.41,1244038563,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batrk
FWONA,Liberty Media Corporation,29.5,0,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwona
FWONK,Liberty Media Corporation,30.66,7082630163,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwonk
LSXMA,Liberty Media Corporation,38.46,0,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxma
LSXMB,Liberty Media Corporation,40.8,0,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmb
LSXMK,Liberty Media Corporation,38.43,12701645987,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmk
LTRPA,"Liberty TripAdvisor Holdings, Inc.",17.96,1348078588,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpa
LTRPB,"Liberty TripAdvisor Holdings, Inc.",18.7,1403607919,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpb
LCUT,"Lifetime Brands, Inc.",11.51,238972335,n/a,1991,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lcut
LFVN,Lifevantage Corporation,11.95,168521027.1,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lfvn
LWAY,"Lifeway Foods, Inc.",3.25,51472508.75,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lway
LGND,Ligand Pharmaceuticals Incorporated,155.73,3309842750,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lgnd
LTBR,Lightbridge Corporation,0.7753,24177131.97,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ltbr
LPTH,"LightPath Technologies, Inc.",1.75,45122831.25,n/a,1996,Technology,Semiconductors,https://www.nasdaq.com/symbol/lpth
LLEX,"Lilis Energy, Inc.",2.28,164091178.2,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/llex
LMB,"Limbach Holdings, Inc.",4.7,35676656.6,n/a,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/lmb
LLNW,"Limelight Networks, Inc.",3.47,392813938.1,n/a,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/llnw
LMST,"Limestone Bancorp, Inc.",14.665,109350892.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lmst
LMNR,Limoneira Co,24.24,428304171.4,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/lmnr
LINC,Lincoln Educational Services Corporation,2.46,60618808.32,n/a,2005,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/linc
LECO,"Lincoln Electric Holdings, Inc.",83.84,5403121871,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/leco
LIND,Lindblad Expeditions Holdings Inc. ,13.13,601556530.3,n/a,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lind
LINDW,Lindblad Expeditions Holdings Inc. ,2.99,0,n/a,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lindw
LPCN,Lipocine Inc.,1.35,28976440.5,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lpcn
YVR,Liquid Media Group Ltd.,3.01,12031572,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/yvr
LQDA,"Liquidia Technologies, Inc.",21.27,328237576.5,n/a,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lqda
LQDT,"Liquidity Services, Inc.",6.49,208479522.6,n/a,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lqdt
LFUS,"Littelfuse, Inc.",181.57,4567712732,n/a,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/lfus
LIVN,LivaNova PLC,102.34,4982430985,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/livn
LOB,"Live Oak Bancshares, Inc.",18.66,748579842.5,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/lob
LIVE,Live Ventures Incorporated,8.19,16052883.21,n/a,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/live
LPSN,"LivePerson, Inc.",18.35,1163677783,n/a,2000,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/lpsn
LIVX,"LiveXLive Media, Inc.",5,259507090,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/livx
LKQ,LKQ Corporation,27.79,8842851755,n/a,n/a,Consumer Services,Motor Vehicles,https://www.nasdaq.com/symbol/lkq
LMFA,"LM Funding America, Inc.",1.5,3450000,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfa
LMFAW,"LM Funding America, Inc.",0.0094,0,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfaw
LOGC,"LogicBio Therapeutics, Inc.",15.95,349907894.1,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/logc
LOGI,Logitech International S.A.,33.59,5564862186,n/a,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/logi
LOGM,"LogMein, Inc.",87.21,4465152000,n/a,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/logm
CNCR,Loncar Cancer Immunotherapy ETF,20.8,43680000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cncr
CHNA,Loncar China BioPharma ETF,21.55,2155000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/chna
LONE,Lonestar Resources US Inc.,6.99,172213517.7,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lone
LOAC,Longevity Acquisition Corporation,9.8,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loac
LOACR,Longevity Acquisition Corporation,0.4,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacr
LOACU,Longevity Acquisition Corporation,10.16,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacu
LOACW,Longevity Acquisition Corporation,0.15,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacw
LOOP,"Loop Industries, Inc.",7.77,262670335.6,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/loop
LORL,"Loral Space and Communications, Inc.",43.6,1348667944,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lorl
LOXO,"Loxo Oncology, Inc.",152.7,4674839647,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/loxo
LPLA,LPL Financial Holdings Inc.,62.89,5453314976,n/a,2010,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lpla
LRAD,LRAD Corporation,2.69,88599779.49,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/lrad
LYTS,LSI Industries Inc.,4.15,108004812.4,n/a,1985,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/lyts
LULU,lululemon athletica inc.,123.76,16382231742,n/a,2007,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/lulu
LITE,Lumentum Holdings Inc.,43.06,2792618666,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/lite
LMNX,Luminex Corporation,27.24,1214359391,n/a,2000,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmnx
LUNA,Luna Innovations Incorporated,3.4,94983763.4,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/luna
LBC,Luther Burbank Corporation,10.56,597153363.8,n/a,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/lbc
MBTF,M B T Financial Corp,11.25,258569111.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbtf
MCBC,Macatawa Bank Corporation,9.99,339803046.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mcbc
MFNC,Mackinac Financial Corporation,15.13,162083831.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfnc
MTSI,"MACOM Technology Solutions Holdings, Inc.",17.71,1154556642,n/a,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/mtsi
MGNX,"MacroGenics, Inc.",17.11,723052858.8,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgnx
MDGL,"Madrigal Pharmaceuticals, Inc.",121.92,1876752233,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdgl
MAGS,Magal Security Systems Ltd.,5.06,116596831.1,n/a,1993,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/mags
MGLN,"Magellan Health, Inc.",54.72,1327237649,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mgln
MGTA,"Magenta Therapeutics, Inc.",8.84,293059604.8,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgta
MGIC,Magic Software Enterprises Ltd.,8.09,394448142.6,n/a,1991,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mgic
MNGA,"MagneGas Applied Technology Solutions, Inc.",0.3085,42487399.89,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mnga
MGYR,"Magyar Bancorp, Inc.",12.604,73364682.58,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mgyr
MHLD,"Maiden Holdings, Ltd.",2.65,219798253.1,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhld
MMYT,MakeMyTrip Limited,23,2345577536,n/a,2010,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mmyt
MBUU,"Malibu Boats, Inc.",47.44,987936387,n/a,2014,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mbuu
MLVF,"Malvern Bancorp, Inc.",20.84,137026730.4,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mlvf
MAMS,"MAM Software Group, Inc.",8.41,105907424.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mams
TUSK,"Mammoth Energy Services, Inc.",24.57,1099647008,n/a,2016,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/tusk
RPIBC,Managed Portfolio Series,100.03,25007500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rpibc
MANH,"Manhattan Associates, Inc.",48.17,3149280852,n/a,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/manh
LOAN,"Manhattan Bridge Capital, Inc",5.87,56037291.69,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/loan
MNTX,"Manitex International, Inc.",7.2,141279768,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mntx
MTEX,"Mannatech, Incorporated",17.8,42386143.2,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mtex
MNKD,MannKind Corporation,1.78,284083679.9,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnkd
MANT,ManTech International Corporation,56.24,2234549276,n/a,2002,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/mant
MARA,"Marathon Patent Group, Inc.",0.59,15056764.6,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/mara
MCHX,"Marchex, Inc.",3.07,128887088.6,n/a,2004,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mchx
MRIN,Marin Software Incorporated,2.25,13032000,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mrin
MARPS,Marine Petroleum Trust,2.835,5670000,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/marps
MRNS,"Marinus Pharmaceuticals, Inc.",4.25,172231305.3,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrns
MRKR,"Marker Therapeutics, Inc.",6.81,308974433,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrkr
MKTX,"MarketAxess Holdings, Inc.",215.11,8086543971,n/a,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/mktx
MRLN,Marlin Business Services Corp.,25.9,321175747.2,n/a,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/mrln
MAR,Marriott International,119.9,40901522970,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mar
MBII,"Marrone Bio Innovations, Inc.",1.47,162715082,n/a,2013,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mbii
MRTN,"Marten Transport, Ltd.",19.55,1064750164,n/a,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/mrtn
MMLP,Martin Midstream Partners L.P.,10.85,423543171.5,n/a,2002,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mmlp
MRVL,Marvell Technology Group Ltd.,15.98,10521232000,n/a,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/mrvl
MASI,Masimo Corporation,104.39,5532230101,n/a,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/masi
MCFT,"MasterCraft Boat Holdings, Inc.",27.07,506788839.4,n/a,2015,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mcft
MTCH,"Match Group, Inc.",39.21,10903757197,n/a,2015,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mtch
MTLS,Materialise NV,13.92,235805774.4,16940070,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtls
MTRX,Matrix Service Company,20.2,546849451,n/a,1990,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/mtrx
MAT,"Mattel, Inc.",13.78,4756177845,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/mat
MATW,Matthews International Corporation,42.35,1358308236,n/a,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/matw
MXIM,"Maxim Integrated Products, Inc.",53.38,14789616268,n/a,1988,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim
